Unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
1506,46.0,yes,desconocido,754.6190476190477,desconocido,10,3,Life Sciences,1507,3,male,69.53208262471655,3,3,sales_executive,2,desconocido,6095.0,15847.0,5,Y,desconocido,21,4.0,3,Part Time,3,14.0,2,3.0,8,0,7,1977,73140.0,false
1507,40.0,no,travel_rarely,1582.7713464696226, Research & Development ,1,4,desconocido,1508,1,female,69.53208262471655,3,4,manager,1,desconocido,12783.92,33238.2,2,Y,desconocido,11,3.0,1,Full Time,1,22.0,3,3.0,19,11,16,1983,153407.07,yes
1508,27.0,no,travel_rarely,556.2566609977324, Sales ,2,2,desconocido,1509,1,male,69.53208262471655,4,2,sales_executive,3,Single,4492.84,11681.39,0,Y,No,14,3.0,2,Part Time,0,9.0,5,2.0,8,0,7,1996,53914.11,true
1509,42.0,no,desconocido,1032.4872861766066,desconocido,6,3,Medical,1510,3,female,69.53208262471655,3,3,research_director,1,Married,8339.32,21682.23,9,Y,No,13,3.0,2,desconocido,1,18.0,3,4.0,13,5,7,1981,100071.84,0
1510,26.0,no,travel_frequently,290.03550973654063,desconocido,6,3,Other,1511,3,female,36.25443871706758,4,1,laboratory_technician,4,Married,2342.59,6090.75,0,desconocido,No,18,3.0,1,Part Time,1,8.0,3,3.0,7,7,7,1997,28111.13,true
1511,28.0,no,travel_frequently,556.2566609977324,desconocido,1,2,Life Sciences,1512,3,female,69.53208262471655,2,2,sales_executive,4,Married,4492.84,11681.39,1,desconocido,desconocido,12,3.0,3,Part Time,1,7.0,2,3.0,7,0,7,1995,53914.11,yes
1512,31.0,no,travel_rarely,290.03550973654063, Research & Development ,5,4,desconocido,1513,3,female,36.25443871706758,3,1,research_scientist,4,Married,4492.84,6090.75,0,desconocido,desconocido,12,3.0,3,Part Time,1,10.0,4,3.0,5,0,3,1992,28111.13,1
1513,31.0,no,travel_rarely,661.3492063492064,desconocido,2,3,Human Resources,1514,1,female,82.6686507936508,2,2,human_resources,1,desconocido,5341.67,13888.33,3,Y,No,12,3.0,4,Full Time,0,10.0,1,3.0,2,1,0,1992,64100.0,true
1514,31.0,no,desconocido,290.03550973654063, Research & Development ,2,4,desconocido,1515,3,female,69.53208262471655,3,1,research_scientist,4,desconocido,4492.84,6090.75,0,Y,desconocido,18,3.0,2,Part Time,1,3.0,2,1.0,2,2,2,1992,28111.13,true
1515,52.0,yes,desconocido,509.78571428571433,desconocido,8,4,Medical,1516,3,female,69.53208262471655,2,2,research_scientist,2,desconocido,4117.5,10705.5,2,desconocido,No,15,3.0,1,Part Time,0,11.0,3,2.0,8,7,7,1971,49410.0,false
1516,28.0,yes,desconocido,290.03550973654063,desconocido,2,4,Medical,1517,1,female,69.53208262471655,1,1,research_scientist,4,Married,2342.59,6090.75,5,Y,Yes,13,3.0,4,Part Time,0,10.0,4,2.0,3,2,2,1995,28111.13,true
1517,47.0,no,travel_rarely,1973.9841269841268,desconocido,5,5,desconocido,1518,4,female,69.53208262471655,3,5,research_director,3,Married,4492.84,41453.67,4,Y,desconocido,11,3.0,2,Full Time,1,21.0,2,3.0,3,1,1,1976,191324.62,1
1518,29.0,no,desconocido,410.9444444444444,desconocido,9,5,Other,1519,2,female,69.53208262471655,2,1,laboratory_technician,4,desconocido,4492.84,8629.83,0,desconocido,No,17,3.0,3,Full Time,0,4.0,2,3.0,3,2,2,1994,39830.0,false
1519,37.0,no,desconocido,654.8492063492064,desconocido,5,2,Medical,1520,4,female,69.53208262471655,3,2,manufacturing_director,4,desconocido,5289.17,13751.83,7,Y,No,16,3.0,3,Full Time,2,8.0,2,2.0,6,0,4,1986,63470.0,0
1520,23.0,no,desconocido,299.61904761904765,desconocido,22,1,desconocido,1521,3,female,69.53208262471655,3,1,research_scientist,4,desconocido,4492.84,6292.0,1,Y,desconocido,12,3.0,3,Full Time,2,10.0,2,2.0,4,0,2,2000,29040.0,0
1521,42.0,no,travel_rarely,278.1587301587302, Human Resources ,2,1,desconocido,1522,3,female,34.76984126984127,3,1,human_resources,3,Divorced,2246.67,5841.33,0,Y,Yes,11,3.0,3,Part Time,1,4.0,5,3.0,3,1,0,1981,26960.0,1
1522,30.0,no,desconocido,556.2566609977324, Sales ,28,2,desconocido,1523,4,male,69.53208262471655,3,2,sales_executive,3,desconocido,4492.84,11681.39,7,desconocido,desconocido,12,3.0,2,Part Time,1,4.0,2,4.0,2,2,2,1993,53914.11,yes
1523,21.0,yes,desconocido,224.3015873015873,desconocido,1,1,desconocido,1524,1,male,69.53208262471655,2,1,sales_representative,2,Single,1811.67,4710.33,1,desconocido,desconocido,11,3.0,3,Part Time,0,3.0,3,3.0,3,1,2,2002,21740.0,0
1524,57.0,no,travel_rarely,696.9444444444445,desconocido,1,4,Medical,1525,4,female,69.53208262471655,3,2,healthcare_representative,3,desconocido,5629.17,14635.83,2,desconocido,No,11,3.0,3,Full Time,0,10.0,2,3.0,3,1,2,1966,67550.0,false
1525,21.0,no,desconocido,290.03550973654063,desconocido,9,2,desconocido,1526,1,female,69.53208262471655,3,1,sales_representative,4,Single,2342.59,6090.75,1,desconocido,desconocido,24,4.0,3,Part Time,0,3.0,3,2.0,3,2,2,2002,28111.13,yes
1526,31.0,no,travel_rarely,274.13492063492066,desconocido,9,4,Life Sciences,1527,3,female,69.53208262471655,2,1,research_scientist,2,desconocido,2214.17,5756.83,0,Y,desconocido,16,3.0,4,Part Time,0,3.0,5,3.0,2,2,2,1992,26570.0,false
1527,29.0,no,desconocido,290.03550973654063, Research & Development ,23,3,desconocido,1528,4,female,69.53208262471655,3,1,research_scientist,4,desconocido,4492.84,6090.75,9,desconocido,No,16,3.0,4,Part Time,0,6.0,4,3.0,3,1,2,1994,28111.13,yes
1528,27.0,no,travel_rarely,290.03550973654063,desconocido,1,2,desconocido,1529,4,female,69.53208262471655,3,1,laboratory_technician,2,desconocido,4492.84,6090.75,1,desconocido,No,11,3.0,2,Part Time,1,5.0,2,3.0,5,0,4,1996,28111.13,true
1529,49.0,no,travel_rarely,1131.309523809524,desconocido,7,3,Other,1530,2,female,69.53208262471655,2,3,healthcare_representative,3,Single,4492.84,23757.5,8,Y,No,24,4.0,3,Full Time,0,10.0,2,3.0,5,0,0,1974,109650.0,0
1530,36.0,no,travel_rarely,262.3730158730159,desconocido,2,3,desconocido,1531,4,male,69.53208262471655,3,1,research_scientist,3,Married,2119.17,5509.83,4,desconocido,No,13,3.0,2,desconocido,1,10.0,3,3.0,2,2,2,1987,53914.11,true
1531,34.0,yes,non-travel,547.2380952380953,desconocido,37,3,Marketing,1532,1,female,69.53208262471655,4,2,sales_executive,4,desconocido,4420.0,11492.0,8,desconocido,Yes,13,3.0,2,desconocido,0,10.0,3,2.0,5,0,4,1989,53914.11,1
1532,24.0,no,desconocido,556.2566609977324,desconocido,32,4,Marketing,1533,4,male,69.53208262471655,3,2,sales_executive,3,divorced,4492.84,11681.39,1,desconocido,Yes,12,3.0,4,Part Time,1,10.0,2,4.0,5,0,3,1999,53914.11,1
1533,42.0,no,desconocido,290.03550973654063,desconocido,1,4,desconocido,1534,2,male,69.53208262471655,3,1,laboratory_technician,1,desconocido,2342.59,6090.75,3,Y,No,16,3.0,2,Part Time,1,8.0,5,3.0,5,1,2,1981,28111.13,true
1534,54.0,no,desconocido,2002.2063492063487,desconocido,5,2,Medical,1535,1,female,69.53208262471655,3,5,research_director,1,Married,16171.67,42046.33,4,Y,desconocido,11,3.0,3,desconocido,1,24.0,4,2.0,4,1,2,1969,53914.11,1
1535,34.0,no,desconocido,674.5555555555557,desconocido,4,4,desconocido,1536,3,male,69.53208262471655,3,2,sales_executive,3,Married,4492.84,14165.67,9,Y,No,15,3.0,1,Full Time,1,10.0,3,3.0,3,1,2,1989,65380.0,1
1536,43.0,no,desconocido,232.968253968254,desconocido,21,3,desconocido,1537,4,female,29.121031746031747,3,1,laboratory_technician,4,desconocido,1881.67,4892.33,7,Y,desconocido,20,4.0,1,Part Time,1,10.0,1,3.0,3,1,2,1980,22580.0,1
1537,43.0,no,travel_rarely,556.2566609977324,desconocido,8,4,Other,1538,3,male,69.53208262471655,3,2,healthcare_representative,3,desconocido,4492.84,11681.39,4,desconocido,Yes,14,3.0,4,desconocido,0,10.0,3,3.0,5,0,2,1980,53914.11,1
1538,31.0,no,travel_rarely,228.84126984126985,desconocido,1,2,desconocido,1539,4,female,69.53208262471655,2,1,laboratory_technician,1,Married,1848.33,4805.67,1,Y,No,12,3.0,3,desconocido,1,4.0,3,3.0,4,3,2,1992,53914.11,1
1539,25.0,yes,travel_rarely,290.03550973654063,desconocido,3,3,Medical,1540,1,female,36.25443871706758,3,1,laboratory_technician,1,Married,4492.84,6090.75,5,Y,No,13,3.0,3,Part Time,1,6.0,5,3.0,2,0,2,1998,28111.13,true
1540,45.0,no,desconocido,273.8253968253968,desconocido,10,2,Life Sciences,1541,1,female,69.53208262471655,3,1,research_scientist,4,Married,4492.84,5750.33,3,desconocido,No,21,3.0,4,Part Time,2,8.0,3,2.0,2,0,2,1978,26540.0,yes
1541,45.0,no,travel_rarely,1582.7713464696226,desconocido,33,2,Medical,1542,3,female,69.53208262471655,3,4,healthcare_representative,4,Married,12783.92,33238.2,0,Y,Yes,14,3.0,2,Full Time,0,21.0,2,3.0,20,4,10,1978,153407.07,yes
1542,47.0,yes,non-travel,1032.4872861766066,desconocido,29,4,Life Sciences,1543,1,female,129.06091077207583,3,3,manager,2,Married,4492.84,21682.23,1,desconocido,desconocido,12,3.0,4,Part Time,1,10.0,2,2.0,10,9,9,1976,100071.84,0
1543,35.0,no,desconocido,1032.4872861766066,desconocido,38,3,Life Sciences,1544,2,male,69.53208262471655,4,3,manager,2,Divorced,8339.32,21682.23,7,Y,desconocido,18,3.0,2,desconocido,1,10.0,6,2.0,7,6,2,1988,53914.11,1
1544,29.0,no,travel_frequently,556.2566609977324,desconocido,2,2,desconocido,1545,2,female,69.53208262471655,3,2,sales_executive,4,Single,4492.84,11681.39,1,Y,desconocido,18,3.0,1,Part Time,0,10.0,3,3.0,10,0,9,1994,53914.11,yes
1545,55.0,no,travel_rarely,556.2566609977324, Research & Development ,17,2,Technical Degree,1546,17,female,69.53208262471655,3,2,laboratory_technician,4,Marreid,4492.84,11681.39,3,Y,desconocido,19,3.0,4,desconocido,1,12.0,4,3.0,10,0,8,1968,53914.11,yes
1546,26.0,yes,travel_rarely,601.3015873015873,desconocido,4,4,desconocido,1547,4,female,69.53208262471655,2,2,sales_executive,4,Single,4492.84,12627.33,1,desconocido,desconocido,12,3.0,2,Full Time,0,10.0,0,3.0,8,7,4,1997,58280.0,1
1547,31.0,no,travel_rarely,556.2566609977324,desconocido,7,3,Technical Degree,1548,2,female,69.53208262471655,4,2,sales_executive,4,desconocido,4492.84,11681.39,4,desconocido,desconocido,11,3.0,2,Part Time,1,10.0,3,2.0,8,7,7,1992,53914.11,false
1548,43.0,no,travel_frequently,253.2936507936508,desconocido,10,4,Life Sciences,1549,3,male,69.53208262471655,3,1,laboratory_technician,4,desconocido,2045.83,5319.17,0,Y,No,19,3.0,1,Part Time,0,10.0,5,3.0,8,1,7,1980,24550.0,0
1549,31.0,no,travel_rarely,556.2566609977324,desconocido,7,3,Marketing,1550,4,female,69.53208262471655,3,2,sales_executive,4,desconocido,4492.84,11681.39,4,Y,desconocido,12,3.0,4,desconocido,3,13.0,3,3.0,7,1,7,1992,53914.11,1
1550,32.0,no,desconocido,521.547619047619,desconocido,2,4,Medical,1551,1,male,65.19345238095238,4,2,research_scientist,4,Single,4492.84,10952.5,7,Y,desconocido,16,3.0,3,Part Time,0,10.0,0,2.0,7,0,7,1991,50550.0,false
1551,33.0,no,desconocido,483.0634920634921,desconocido,10,3,desconocido,1552,2,female,69.53208262471655,2,2,sales_executive,4,desconocido,3901.67,10144.33,3,desconocido,No,14,3.0,3,desconocido,0,10.0,6,2.0,7,0,1,1990,53914.11,true
1552,43.0,no,travel_frequently,542.3888888888889, Research & Development ,30,4,Life Sciences,1553,3,male,69.53208262471655,2,2,laboratory_technician,3,Divorced,4380.83,11390.17,1,Y,No,11,3.0,2,desconocido,1,9.0,3,4.0,9,0,0,1980,53914.11,false
1553,29.0,yes,travel_rarely,218.62698412698413,desconocido,8,4,desconocido,1554,2,female,69.53208262471655,1,1,laboratory_technician,1,desconocido,1765.83,4591.17,1,Y,desconocido,11,3.0,4,desconocido,0,7.0,4,2.0,7,0,7,1994,53914.11,1
1554,27.0,no,desconocido,556.2566609977324, Sales ,12,4,desconocido,1555,2,male,69.53208262471655,3,2,sales_executive,2,desconocido,4492.84,11681.39,1,Y,No,18,3.0,1,Part Time,1,8.0,3,3.0,8,0,7,1996,53914.11,1
1555,29.0,no,travel_rarely,556.2566609977324,desconocido,10,1,desconocido,1556,4,male,69.53208262471655,2,2,sales_executive,2,Divorced,4492.84,11681.39,1,Y,Yes,14,3.0,1,desconocido,2,7.0,2,3.0,7,1,7,1994,53914.11,yes
1556,37.0,no,desconocido,616.3650793650794,desconocido,6,3,Medical,1557,3,female,69.53208262471655,4,2,research_scientist,1,Divorced,4492.84,12943.67,4,desconocido,desconocido,13,3.0,1,Full Time,2,13.0,2,3.0,7,6,7,1986,59740.0,yes
1557,26.0,no,travel_rarely,556.2566609977324,desconocido,1,3,desconocido,1558,3,female,69.53208262471655,3,2,sales_executive,3,desconocido,4492.84,11681.39,1,Y,desconocido,17,3.0,2,Part Time,1,10.0,3,3.0,8,7,7,1997,53914.11,0
1558,40.0,no,travel_rarely,290.03550973654063,desconocido,10,4,Life Sciences,1559,4,male,69.53208262471655,4,1,laboratory_technician,3,Married,4492.84,6090.75,3,Y,Yes,13,3.0,3,Part Time,1,10.0,3,3.0,7,1,7,1983,28111.13,yes
1559,41.0,yes,desconocido,556.2566609977324,desconocido,4,3,desconocido,1560,1,female,69.53208262471655,3,2,sales_executive,2,desconocido,4492.84,11681.39,1,desconocido,No,18,3.0,3,Part Time,0,8.0,5,3.0,8,7,7,1982,53914.11,true
1560,51.0,no,travel_rarely,556.2566609977324,desconocido,31,2,desconocido,1561,31,male,69.53208262471655,3,2,sales_executive,4,desconocido,4492.84,11681.39,4,desconocido,No,11,3.0,3,Part Time,1,18.0,2,2.0,7,0,7,1972,53914.11,false
1561,37.0,no,desconocido,313.031746031746,desconocido,14,3,desconocido,1562,4,male,69.53208262471655,3,1,laboratory_technician,1,desconocido,2528.33,6573.67,1,desconocido,No,12,3.0,3,Full Time,1,10.0,2,2.0,18,12,17,1986,30340.0,0
1562,56.0,no,desconocido,1363.142857142857,desconocido,6,3,Life Sciences,1563,3,male,69.53208262471655,4,4,sales_executive,1,Married,11010.0,28626.0,9,Y,No,11,3.0,4,Full Time,3,36.0,0,2.0,7,7,7,1967,132120.0,yes
1563,41.0,no,travel_rarely,865.8412698412699, Sales ,1,3,Marketing,1564,2,female,108.23015873015872,4,3,sales_executive,1,Married,6993.33,18182.67,1,desconocido,desconocido,16,3.0,3,Part Time,1,10.0,2,3.0,10,0,7,1982,83920.0,yes
1564,46.0,no,desconocido,556.2566609977324,desconocido,18,3,Medical,1565,3,male,69.53208262471655,3,2,manufacturing_director,3,desconocido,4492.84,11681.39,2,Y,No,14,3.0,3,desconocido,1,19.0,5,2.0,10,0,8,1977,53914.11,false
1565,30.0,no,non-travel,290.03550973654063,desconocido,2,3,desconocido,1566,3,male,69.53208262471655,3,1,laboratory_technician,4,Single,2342.59,6090.75,0,Y,desconocido,14,3.0,3,Part Time,0,12.0,2,2.0,11,6,7,1993,28111.13,true
1566,35.0,no,travel_rarely,1032.4872861766066,desconocido,16,3,Life Sciences,1567,4,female,69.53208262471655,3,3,healthcare_representative,3,desconocido,4492.84,21682.23,4,desconocido,Yes,12,3.0,3,Part Time,0,10.0,2,3.0,8,0,0,1988,100071.84,1
1567,48.0,no,travel_rarely,417.9603174603175,desconocido,2,5,desconocido,1568,2,male,69.53208262471655,3,2,sales_executive,4,Married,3375.83,8777.17,2,desconocido,No,14,3.0,1,Part Time,1,14.0,2,3.0,9,6,7,1975,40510.0,true
1568,45.0,no,travel_rarely,495.75396825396825,desconocido,2,3,Other,1569,4,female,69.53208262471655,3,2,sales_executive,2,desconocido,4492.84,10410.83,0,desconocido,No,19,3.0,2,Part Time,1,10.0,3,4.0,8,3,7,1978,48050.0,false
1569,26.0,yes,travel_frequently,282.8015873015873,desconocido,17,4,Life Sciences,1570,2,male,69.53208262471655,3,1,human_resources,3,desconocido,4492.84,5938.83,0,Y,Yes,11,3.0,2,Part Time,1,8.0,2,3.0,7,1,0,1997,27410.0,yes
1570,41.0,no,desconocido,556.2566609977324,desconocido,2,4,Other,1571,1,male,69.53208262471655,2,2,healthcare_representative,3,Single,4492.84,11681.39,2,Y,Yes,17,3.0,1,Part Time,0,10.0,3,3.0,8,0,7,1982,53914.11,yes
1571,34.0,no,desconocido,550.6428571428571,desconocido,21,4,desconocido,1572,4,female,69.53208262471655,4,2,sales_executive,4,Single,4492.84,11563.5,1,desconocido,desconocido,12,3.0,4,Part Time,0,10.0,3,3.0,10,5,7,1989,53370.0,false
1572,31.0,no,travel_rarely,556.2566609977324,desconocido,29,4,Medical,1573,1,female,69.53208262471655,4,2,sales_executive,4,Divorced,4492.84,11681.39,4,Y,No,22,4.0,4,Part Time,2,13.0,4,4.0,7,5,7,1992,53914.11,1
1573,43.0,no,travel_frequently,556.2566609977324,desconocido,9,5,desconocido,1574,4,female,69.53208262471655,3,2,laboratory_technician,3,Divorced,4492.84,11681.39,3,Y,desconocido,13,3.0,2,Part Time,1,10.0,3,3.0,8,4,7,1980,53914.11,true
1574,53.0,no,desconocido,556.2566609977324, Sales ,1,1,desconocido,1575,4,male,69.53208262471655,3,2,sales_executive,1,Single,4492.84,11681.39,7,Y,desconocido,20,4.0,4,Part Time,0,18.0,2,4.0,14,8,10,1970,53914.11,false
1575,37.0,no,travel_rarely,973.3492063492064,desconocido,3,3,Other,1576,3,female,69.53208262471655,3,3,manufacturing_director,3,Married,7861.67,20440.33,1,desconocido,No,15,3.0,3,Part Time,1,10.0,2,3.0,10,7,8,1986,94340.0,1
1576,54.0,no,desconocido,1032.4872861766066,desconocido,24,4,desconocido,1577,3,female,129.06091077207583,3,3,human_resources,2,desconocido,8339.32,21682.23,2,Y,desconocido,15,3.0,3,Part Time,1,16.0,1,4.0,9,7,1,1969,100071.84,false
1577,38.0,no,travel_rarely,556.2566609977324, Sales ,7,4,Marketing,1578,4,male,69.53208262471655,2,2,sales_executive,4,desconocido,4492.84,11681.39,0,desconocido,No,20,3.0,1,Part Time,0,10.0,2,3.0,7,0,5,1985,53914.11,1
1578,29.0,no,desconocido,290.03550973654063, Research & Development ,1,4,Life Sciences,1579,2,female,69.53208262471655,1,1,research_scientist,4,Divorced,2342.59,6090.75,1,Y,desconocido,18,3.0,4,desconocido,1,10.0,5,3.0,10,2,8,1994,53914.11,true
1579,34.0,no,desconocido,1032.4872861766066,desconocido,9,3,Medical,1580,4,male,69.53208262471655,2,3,healthcare_representative,2,desconocido,8339.32,21682.23,1,desconocido,desconocido,14,3.0,2,desconocido,0,9.0,3,4.0,8,7,7,1989,100071.84,yes
1580,39.0,no,desconocido,556.2566609977324,desconocido,2,4,Technical Degree,1581,4,male,69.53208262471655,2,2,healthcare_representative,3,Single,4492.84,11681.39,1,desconocido,No,11,3.0,1,Part Time,0,20.0,4,3.0,20,11,10,1984,53914.11,0
1581,32.0,no,desconocido,556.7301587301588,desconocido,10,3,Marketing,1582,4,female,69.53208262471655,3,2,sales_executive,4,desconocido,4496.67,11691.33,1,desconocido,desconocido,12,3.0,4,desconocido,0,10.0,2,2.0,10,0,8,1991,53914.11,true
1582,38.0,no,travel_rarely,556.2566609977324,desconocido,1,4,Life Sciences,1583,2,male,69.53208262471655,4,2,healthcare_representative,4,desconocido,4492.84,11681.39,0,Y,desconocido,13,3.0,3,Part Time,0,10.0,4,3.0,9,1,8,1985,53914.11,false
1583,27.0,no,travel_rarely,1032.4872861766066,desconocido,1,2,Life Sciences,1584,3,male,69.53208262471655,3,3,manufacturing_director,1,Married,4492.84,21682.23,1,desconocido,desconocido,11,3.0,4,Part Time,0,9.0,3,3.0,9,0,7,1996,100071.84,0
1584,36.0,no,travel_rarely,1151.3253968253969,desconocido,3,2,Life Sciences,1585,3,male,69.53208262471655,3,3,research_director,4,Single,4492.84,24177.83,3,desconocido,desconocido,15,3.0,4,Full Time,0,10.0,6,3.0,7,7,7,1991,111590.0,0
1585,47.0,no,desconocido,511.7460317460318,desconocido,14,4,Marketing,1586,4,female,69.53208262471655,3,2,sales_executive,1,Single,4492.84,10746.67,2,desconocido,desconocido,12,3.0,4,Part Time,0,20.0,2,3.0,7,1,7,1976,49600.0,0
1586,27.0,no,travel_frequently,907.2142857142858,desconocido,10,2,desconocido,1587,4,female,69.53208262471655,3,3,manufacturing_director,1,desconocido,7327.5,19051.5,1,Y,No,21,4.0,3,Part Time,2,9.0,4,2.0,9,1,7,1996,87930.0,1
1587,41.0,no,desconocido,1979.8174603174605,desconocido,1,3,desconocido,1588,4,female,247.47718253968256,2,5,manager,3,desconocido,15990.83,41576.17,1,Y,No,12,3.0,2,Full Time,1,22.0,3,3.0,22,2,10,1982,191890.0,0
1588,28.0,yes,desconocido,228.63492063492063, Research & Development ,1,2,desconocido,1589,1,male,69.53208262471655,1,1,research_scientist,2,desconocido,4492.84,4801.33,7,desconocido,Yes,13,3.0,4,Part Time,0,10.0,4,3.0,7,3,7,1995,22160.0,yes
1589,36.0,no,desconocido,1208.484126984127, Research & Development ,8,3,desconocido,1590,1,male,69.53208262471655,4,3,research_director,1,Married,9760.83,25378.17,9,Y,desconocido,14,3.0,1,Full Time,1,10.0,2,3.0,8,0,5,1987,117130.0,0
1590,30.0,no,desconocido,547.2380952380953,desconocido,35,5,Marketing,1591,35,female,68.40476190476191,3,2,sales_executive,4,Divorced,4420.0,11492.0,7,Y,No,23,3.0,4,Part Time,1,10.0,2,2.0,8,7,7,1993,53040.0,0
1591,56.0,no,travel_rarely,1145.547619047619,desconocido,9,3,desconocido,1592,3,female,69.53208262471655,3,4,healthcare_representative,4,Married,9252.5,24056.5,7,desconocido,No,11,3.0,3,Full Time,0,30.0,1,2.0,10,1,1,1967,111030.0,true
1592,45.0,no,travel_rarely,684.2539682539683,desconocido,2,2,desconocido,1593,2,female,69.53208262471655,1,2,sales_representative,3,Single,5526.67,14369.33,0,desconocido,No,13,3.0,1,Full Time,0,9.0,3,3.0,8,3,1,1978,66320.0,true
1593,36.0,no,non-travel,782.7857142857142,desconocido,8,4,desconocido,1594,1,female,69.53208262471655,2,3,sales_executive,1,Single,6322.5,16438.5,1,Y,desconocido,15,3.0,2,Part Time,0,10.0,1,3.0,10,0,9,1987,75870.0,yes
1594,29.0,no,desconocido,447.2619047619048,desconocido,27,3,Medical,1595,2,male,69.53208262471655,3,2,healthcare_representative,3,Married,3612.5,9392.5,4,desconocido,No,12,3.0,1,Part Time,1,11.0,3,2.0,8,1,1,1994,43350.0,yes
1595,38.0,no,desconocido,616.984126984127,desconocido,2,4,Life Sciences,1596,1,male,69.53208262471655,4,2,manufacturing_director,1,Single,4983.33,12956.67,6,desconocido,desconocido,12,3.0,4,Full Time,0,17.0,2,3.0,15,4,12,1985,59800.0,false
1596,40.0,no,desconocido,437.8730158730159,desconocido,2,2,Medical,1597,3,male,69.53208262471655,4,2,healthcare_representative,2,desconocido,4492.84,9195.33,1,Y,No,24,4.0,4,Part Time,1,8.0,2,3.0,8,3,7,1983,42440.0,yes
1597,42.0,no,travel_frequently,1973.9841269841268,desconocido,8,3,desconocido,1598,2,female,69.53208262471655,3,5,manager,4,desconocido,4492.84,41453.67,1,desconocido,No,13,3.0,2,Full Time,1,24.0,4,2.0,24,14,9,1981,191324.62,1
1598,36.0,no,travel_rarely,539.3968253968254,desconocido,1,3,Other,1599,3,male,67.42460317460318,3,2,manufacturing_director,2,desconocido,4356.67,11327.33,0,desconocido,desconocido,15,3.0,1,Part Time,1,10.0,2,3.0,9,0,5,1987,52280.0,1
